text,user_location,tweet_date,time,city
"Chico de Chiquititas, João Acaiabe morre aos 76 anos em decorrência da Covid-19","Porto Alegre, Brasil",2021-04-01,11:48:48,Porto Alegre
"Ator João Acaiabe, o Tio Barnabé do 'Sítio do Picapau Amarelo', morre vítima da Covid-19 em SP | São Paulo | G1","João Pessoa, Brasil",2021-04-01,11:48:09,João Pessoa
"Morre o ator João Acaiabe, o Tio Barnabé do Sítio, vítima da covid-19","Gravataí, Brasil",2021-04-01,11:48:42,Gravataí
O jornalismo podre que divulga recorde diário de mortes por covid-19 é o mesmo que se cala contra medidas de lockdown sem lastro cientifico. Gastam tempo informando o caos generalizado ao invés de propagar medidas sanitárias e de segurança a fim de mitigar o impacto do vírus.,"Rio Grande do Sul, Brasil",2021-04-01,11:45:35,Rio Grande do Sul
"Vacinas chinesas não funcionam! Está comprovado aqui no Brasil, pois pessoas que tomaram essa vacina CONTRAÍRAM o Coronavirus e outras morreram.","Recife, Brasil",2021-04-01,11:47:03,Recife
"Aqui no Piauí o governador antecipou vários feriados, so falta antecipar o do dia 7 de Setembro e Natal. Com vários dias com o comércio fechado o número de casos de covid-19 ñ tem despenca eu suspeito que inflaram os números.","Parnaíba, Brasil",2021-04-01,11:45:51,Parnaíba
Números comprovam sucesso do Brasil na vacinação contra a Covid-19,"Conchal, São Paulo,Brasil",2021-04-01,11:45:38,Conchal São Paulo
"Morre o ator João Acaiabe, o Tio Barnabé do 'Sítio do Picapau Amarelo', vítima da Covid-19 em SP","Palmas, Brasil",2021-04-01,11:47:03,Palmas
Mortes de bebês por Covid-19 sobem 72% em Minas e lançam alerta aos pais A disparada de bebês vítimas da Covid-19 preocupa e lança novo alerta às famílias mineiras. Os óbitos dos menores de 1 ano cresceram mais de 70% em m...,"Matozinhos, Brasil",2021-04-01,11:46:39,Matozinhos
"Morre João Acaiabe, o Tio Barnabé do Sítio do Pica Pau Amarelo, vítima do coronavírus","Salvador, Brasil",2021-04-01,11:46:01,Salvador
Homem de 31 anos morre vítima do novo coronavírus em THE; cidade registrou 19 óbitos em 24h,"Piauí, Brasil",2021-04-01,11:45:11,Piauí
Saber que o Casagrande tá com Covid-19 destruiu o meu dia...,"Porto Alegre, Brasil",2021-04-01,11:44:41,Porto Alegre
